ID;booking;occupation_id_desc;had_a_flight_in_last_cruise;booked_country_aggregation;AGE;LOYALTY_TOTAL_SCORE;NUMBER_OF_CRUISES;rfm_segment;is_loyalty;pcc_flag;flag_app;opener_segment;privacy_channel_email_date;privacy_channel_phone_date;privacy_channel_post_date;privacy_send_material_date;loyalty_subscribe_date;days_after_cruise_end;BKG_Channel;last_cruise_program_desc;last_cruise_duration;last_cruise_bkg_anticipation;last_paid_cabin_meta_cat_code;last_nps_segment;last_pax_type;flag_bkd_cxl_last3y;flag_opt_cxl_last3y;flag_bkd_cxl_last_month;flag_opt_cxl_last_month;num_cruises_last3y;total_gross_cru_rev_eur_mean;total_gross_obr_rev_eur_mean;sent_last_month;open_last_month;click_last_month;source_desc
8845;;;False;ITALY;57;0;1;LOST;False;0;1.0;;15/06/2019;15/06/2019;15/06/2019;15/06/2019;;1016.0;Trade;Mediterranean - 7 Days;7.0;8.0;I;;GRP;;;;;;;;;;;
8846;;;False;FRANCE;41;1;1;LOST;True;0;0.0;;;;;25/08/2018;2018-09-12T00:00:00.000Z;1306.0;Trade;Mediterranean - 7 Days;7.0;80.0;V;;COSTA;;;;;;;;;;;
8847;;;False;FRANCE OVERSEAS;24;0;1;NO SEGMENT;False;0;0.0;;;;;;;2271.0;Trade;Caribbean 7 Days;7.0;180.0;V;;VALUE;;;;;;;;;;;
8848;;;False;FRANCE;42;0;1;LOST;False;0;0.0;;11/10/2015;11/10/2015;11/10/2015;11/10/2015;;2350.0;Trade;Mediterranean - 8/12 Days;12.0;73.0;O;;VALUE;;;;;;;;;;;
8849;;;False;SWITZERLAND;21;0;1;NO SEGMENT;False;0;0.0;;;;;;;2363.0;Call Center;Mediterranean - 8/12 Days;11.0;138.0;S;;AQUA;;;;;;;;;;;
8850;;;;MEDMEIA;31;0;0;PROSPECT;True;0;0.0;UNDELIVERABLE;04/03/2023;04/03/2023;04/03/2023;04/03/2023;2023-03-04T05:05:28.000Z;;;;;0.0;;;;;;;;;;;;;;COSTA-APP
8851;;;;ITALY;68;0;0;NO SEGMENT;False;0;0.0;;;;;27/05/2018;;;;;;0.0;;;;;;;;;;;;;;
8852;;;False;FRANCE;90;0;1;LOST;False;0;0.0;;;;;;;1229.0;Trade;Mediterranean - 7 Days;7.0;39.0;V;;GRP;;;;;;;;;;;
8853;;;False;ARGENTINA;38;0;0;PROSPECT;True;0;0.0;OP_HIGH_CL_LOW;08/06/2023;08/06/2023;08/06/2023;08/06/2023;2023-06-08T00:15:32.000Z;;Call Center;South America;4.0;189.0;V;;ALBLUE;;;;;;;;;;;WEB
8854;;;;ITALY;53;0;0;PROSPECT;True;0;0.0;OP_HIGH_CL_LOW;29/09/2022;29/09/2022;29/09/2022;29/09/2022;2022-09-29T10:31:51.000Z;;;;;0.0;;;;;;;;;;;5.0;1.0;0.0;WEB
8855;;;False;ITALY;45;0;1;LOST;False;0;0.0;;08/12/2017;08/12/2017;08/12/2017;08/12/2017;;1566.0;Trade;Mediterranean - 7 Days;7.0;100.0;I;;BASIC;;;;;;;;;;;
8856;;;False;FRANCE;64;1854;1;0 LOW;True;0;1.0;NEVER_OPENER;04/05/2022;04/05/2022;04/05/2022;04/05/2022;2022-03-21T01:54:39.000Z;59.0;OTA;Mediterranean - 7 Days;7.0;45.0;I;;MYALLINC;;;;;1.0;449.0;277.0;0.0;0.0;0.0;
8857;;;False;ITALY;78;0;1;LOST;False;0;0.0;;;;;09/09/2019;;911.0;Trade;Mediterranean - 8/12 Days;10.0;124.0;V;;ALLINCL;;;;;;;;;;;
8858;;;;FRANCE;25;0;0;PROSPECT;False;0;0.0;;;;;;;;;;;0.0;;;;0.0;2.0;0.0;0.0;;;;;;;RESERVATION SYSTEM
8859;;;False;EMERGING CENTRAL EUROPE;27;0;1;LOST;False;0;0.0;;;;;;;1671.0;Trade;Mediterranean - 7 Days;7.0;176.0;V;;IND;;;;;;;;;;;
8860;;;False;FRANCE;59;1;1;LOST;True;1;0.0;;07/01/2017;07/01/2017;07/01/2017;07/01/2017;2014-02-24T00:48:54.000Z;1901.0;OTA;Caribbean 7 Days;7.0;31.0;I;;COSTA;;;;;;;;;;;
8861;;;False;NORTH AM.;73;1;1;LOST;True;0;0.0;OP_LOW_CL_LOW;08/02/2017;08/02/2017;08/02/2017;08/02/2017;2017-01-22T00:00:00.000Z;1868.0;Trade;Caribbean 10 Days;10.0;18.0;O;Detractor;SENIORS;;;;;;;;4.0;1.0;0.0;
8862;;;False;ITALY;69;0;1;0 HIGH;False;0;1.0;;31/05/2023;31/05/2023;31/05/2023;31/05/2023;;28.0;Trade;Mediterranean - 7 Days;7.0;94.0;I;;MYALLINC;;;;;1.0;726.6;351.45;;;;
8863;;Pensioner;False;BRAZIL;82;1;1;LOST;True;0;0.0;;11/12/2014;11/12/2014;11/12/2014;11/12/2014;2012-07-02T18:15:37.000Z;2664.0;Trade;Transatlantic;19.0;91.0;I;;VALUE;;;;;;;;;;;
8864;;;False;SCANDINAVIA (DK);53;0;1;LOST;False;0;0.0;;30/11/2017;30/11/2017;30/11/2017;30/11/2017;;1561.0;OTA;Transatlantic;19.0;210.0;V;;GRP;;;;;;;;;;;
8865;;;False;ITALY;47;1031;2;0 HIGH;True;1;1.0;OP_HIGH_CL_LOW;15/04/2023;15/04/2023;15/04/2023;15/04/2023;2023-04-02T17:49:56.000Z;53.0;Web;Mediterranean - 7 Days;7.0;81.0;I;Neutral;MYBRONZE;;;;;1.0;683.1;242.68;3.0;3.0;0.0;
8866;;;;BRAZIL;23;0;0;PROSPECT;False;0;0.0;;;;;;;;;;;0.0;;;;0.0;1.0;0.0;0.0;;;;;;;RESERVATION SYSTEM
8867;;;;FRANCE;80;0;0;PROSPECT;False;0;0.0;;;;;;;;;;;0.0;;;;;;;;;;;;;;RESERVATION SYSTEM
8868;;;False;BRAZIL;32;0;1;LOST;False;0;0.0;;24/01/2015;24/01/2015;24/01/2015;24/01/2015;;2614.0;;South America;8.0;10.0;O;;VALUE;;;;;;;;;;;
8869;;;False;RUSSIA;68;0;0;PROSPECT;False;0;0.0;;;;;;;;OTA;Emirates 7 Days;7.0;261.0;O;;COSTA;1.0;0.0;0.0;0.0;;;;;;;RESERVATION SYSTEM
8870;;;True;SPAIN;62;1;1;LOST;True;0;0.0;;;;;18/08/2015;2008-07-08T12:00:00.000Z;2410.0;Trade;Mediterranean - 7 Days;7.0;70.0;O;;IND;;;;;;;;;;;
8871;;;False;FRANCE;45;0;1;LOST;False;0;0.0;;10/12/2017;10/12/2017;10/12/2017;10/12/2017;;1564.0;Trade;Mediterranean - 7 Days;7.0;33.0;I;;BASIC;1.0;0.0;0.0;0.0;;;;;;;
8872;;;True;GERMANY;20;0;1;NO SEGMENT;False;0;0.0;;;;;;;963.0;Call Center;Mediterranean - 7 Days;7.0;173.0;V;;DIAMOND;;;;;;;;;;;
8873;;;;ARGENTINA;42;0;0;PROSPECT;False;0;0.0;;;;;;;;;;;0.0;;;;0.0;1.0;0.0;0.0;;;;;;;RESERVATION SYSTEM
8874;;;;NORTH AM.;73;0;0;PROSPECT;False;0;0.0;;;;;;;;;;;0.0;;;;0.0;1.0;0.0;0.0;;;;;;;RESERVATION SYSTEM
8875;;Office Worker/Teacher;False;GERMANY;42;1;1;LOST;True;0;0.0;;;;;27/05/2018;2011-01-03T00:00:00.000Z;4161.0;Trade;Winter Med 7 Days;7.0;35.0;V;;BEST;;;;;;;;;;;
8876;;;;ITALY;65;0;0;PROSPECT;True;1;0.0;OLD_OPENER;10/08/2020;10/08/2020;;10/08/2020;2020-08-10T00:00:00.000Z;;;;;0.0;;;;;;;;;;;3.0;0.0;0.0;CRM
8877;;;False;ITALY;41;0;0;PROSPECT;False;0;0.0;;;;;;;;Trade;Mediterranean - 7 Days;7.0;155.0;V;;SALLINCL;1.0;0.0;0.0;0.0;;;;;;;RESERVATION SYSTEM
8878;;;;FRANCE;75;0;0;PROSPECT;True;0;0.0;OP_LOW_CL_LOW;;;;03/04/2019;2019-04-03T00:00:00.000Z;;;;;0.0;;;;;;;;;;;3.0;0.0;0.0;WEB
8879;;;True;FRANCE;79;21546;5;2;True;1;1.0;OP_HIGH_CL_LOW;14/06/2022;14/06/2022;14/06/2022;14/06/2022;2009-06-19T12:00:00.000Z;202.0;OnBoard Sales;Transatlantic;17.0;370.0;I;;ALSILVER;2.0;1.0;0.0;0.0;2.0;835.71;757.33;0.0;0.0;0.0;
8880;;;False;U.K.;61;4522;1;LOST;True;0;1.0;OP_HIGH_CL_LOW;05/11/2019;05/11/2019;05/11/2019;05/11/2019;2019-11-05T00:00:00.000Z;850.0;Trade;Transatlantic;14.0;412.0;I;Promoter;COSTA;;;;;;;;4.0;2.0;0.0;
8881;;;True;SCANDINAVIA (F-IS);84;0;1;LOST;False;0;0.0;UNDELIVERABLE;23/12/2013;23/12/2013;23/12/2013;23/12/2013;;2938.0;OTA;Emirates 7 Days;7.0;74.0;O;;IND;;;;;;;;0.0;0.0;0.0;
8882;;;;ITALY;43;0;0;PROSPECT;True;0;0.0;OLD_OPENER;14/11/2022;14/11/2022;14/11/2022;14/11/2022;2022-11-03T20:53:17.000Z;;;;;0.0;;;;;;;;;;;1.0;0.0;0.0;WEB
8883;;;;AUSTRIA;29;0;0;PROSPECT;False;0;0.0;;;;;;;;;;;0.0;;;;0.0;1.0;0.0;0.0;;;;;;;RESERVATION SYSTEM
8884;;;;BRAZIL;49;0;0;PROSPECT;True;1;0.0;;;;;;2023-04-04T00:00:00.000Z;;;;;0.0;;;;;;;;;;;;;;CRM
8885;;;False;BRAZIL;54;0;1;0 HIGH;False;0;1.0;UNDELIVERABLE;04/04/2023;04/04/2023;04/04/2023;04/04/2023;;18.0;OTA;Transatlantic;15.0;108.0;I;;MYCRUISE;;;;;1.0;947.2967925;224.98335;;;;
8886;;;;SPAIN;46;0;0;PROSPECT;False;0;0.0;;;;;;;;;;;0.0;;;;0.0;1.0;0.0;0.0;;;;;;;RESERVATION SYSTEM
8887;;;False;GERMANY;60;0;1;LOST;False;0;0.0;OP_HIGH_CL_LOW;19/07/2017;19/07/2017;19/07/2017;19/07/2017;;1714.0;Trade;Northern Europe - 10/14 Days;9.0;323.0;O;Promoter;IND;;;;;;;;3.0;1.0;0.0;
8888;;;False;SPAIN;68;0;1;LOST;False;0;0.0;;14/11/2015;14/11/2015;14/11/2015;14/11/2015;;2321.0;OTA;Mediterranean - 7 Days;7.0;11.0;O;;VALUE;;;;;;;;;;;
8889;;;;GERMANY;53;0;0;PROSPECT;False;0;0.0;;;;;;;;;;;0.0;;;;;;;;;;;;;;RESERVATION SYSTEM
8890;;;False;FRANCE;67;0;1;LOST;False;0;0.0;;;;;;;893.0;Trade;Mediterranean - 7 Days;7.0;24.0;V;;GRP;;;;;;;;;;;
8891;;;;BRAZIL;31;0;0;PROSPECT;True;0;0.0;NEVER_OPENER;09/04/2023;09/04/2023;09/04/2023;09/04/2023;2023-04-09T13:31:07.000Z;;;;;0.0;;;;;;;;;;;;;;WEB
8892;;;False;ITALY;59;0;0;PROSPECT;False;0;0.0;;;;;;;;Trade;Mediterranean - 7 Days;7.0;124.0;O;;WELALLIN;;;;;;;;;;;RESERVATION SYSTEM
8893;;;False;SWITZERLAND;73;0;1;LOST;False;0;0.0;;26/10/2014;26/10/2014;26/10/2014;26/10/2014;;2634.0;Trade;Positionings Indian Ocean;25.0;198.0;O;;GRP;;;;;;;;;;;
8894;;;False;FRANCE;58;2;6;NO SEGMENT;True;0;1.0;;11/11/2021;11/11/2021;11/11/2021;11/11/2021;2015-12-04T00:00:00.000Z;1056.0;Trade;Mediterranean - 7 Days;7.0;23.0;I;;GRP;0.0;6.0;0.0;0.0;;;;;;;
8895;;;False;ITALY;49;0;1;LOST;False;0;0.0;;25/11/2018;25/11/2018;25/11/2018;25/11/2018;;1214.0;Trade;Mediterranean - 7 Days;7.0;5.0;V;;GRP;;;;;;;;;;;
8896;;;True;ITALY;56;0;1;LOST;False;0;0.0;;30/12/2015;30/12/2015;30/12/2015;30/12/2015;;2273.0;Call Center;Emirates 7 Days;9.0;12.0;V;;PIND;;;;;;;;;;;
8897;;;False;BRAZIL;38;0;1;LOST;False;0;0.0;;17/01/2018;17/01/2018;17/01/2018;17/01/2018;;1525.0;Web;South America;8.0;14.0;V;;BASIC;;;;;;;;;;;
8898;;;False;AUSTRIA;20;0;1;NO SEGMENT;False;0;0.0;;;;;;;2425.0;Trade;Mediterranean - 7 Days;7.0;124.0;V;;IND;;;;;;;;;;;
8899;;;False;FRANCE;70;0;1;LOST;False;0;0.0;;07/06/2015;07/06/2015;07/06/2015;07/06/2015;;2481.0;Trade;Mediterranean - 7 Days;7.0;26.0;O;;GRP;;;;;;;;;;;
8900;;;True;ITALY;30;0;1;LOST;False;0;0.0;;15/08/2015;15/08/2015;15/08/2015;15/08/2015;;2412.0;Call Center;Northern Europe - 7 Days;7.0;37.0;O;;VALUE;;;;;;;;;;;
8901;;;False;ITALY;39;0;1;LOST;False;0;0.0;;;;;07/10/2015;;2368.0;Trade;Mediterranean - 7 Days;7.0;26.0;V;;VALUE;;;;;;;;;;;
8902;;;False;BRAZIL;42;0;1;LOST;False;0;1.0;;;;;;;1108.0;Trade;Transatlantic;5.0;62.0;I;;BASIC;;;;;;;;;;;
8903;;;False;BRAZIL;64;1502;2;0 LOW;True;1;0.0;OP_HIGH_CL_LOW;14/02/2015;14/02/2015;14/02/2015;14/02/2015;2020-11-09T00:00:00.000Z;26.0;Call Center;South America;3.0;153.0;V;;ALSILVER;0.0;2.0;0.0;0.0;1.0;234.9044998;148.8277751;13.0;1.0;0.0;
8904;;;False;FRANCE;51;1293;1;LOST;True;0;0.0;NEVER_OPENER;22/11/2019;22/11/2019;22/11/2019;22/11/2019;2019-11-22T00:00:00.000Z;846.0;OTA;Indian Ocean;12.0;24.0;V;;PIND;;;;;;;;5.0;0.0;0.0;
8905;;;False;BRAZIL;36;0;2;NO SEGMENT;False;0;0.0;;17/01/2017;17/01/2017;17/01/2017;17/01/2017;;1880.0;Other Direct;South America;6.0;24.0;H;;PAXGAR;;;;;;;;;;;
8906;;;;ITALY;41;0;0;PROSPECT;False;0;0.0;;;;;;;;;;;0.0;;;;0.0;1.0;0.0;0.0;;;;;;;RESERVATION SYSTEM
8907;;;True;SPAIN;56;0;1;LOST;False;0;0.0;;30/05/2015;30/05/2015;30/05/2015;30/05/2015;;2489.0;Trade;Northern Europe - 7 Days;7.0;116.0;V;;IND;;;;;;;;;;;
8908;;;;SPAIN;31;0;0;PROSPECT;False;0;1.0;;21/07/2022;21/07/2022;21/07/2022;21/07/2022;;;;;;0.0;;;;0.0;1.0;0.0;0.0;;;;;;;RESERVATION SYSTEM
8909;;;False;ITALY;41;0;1;0 HIGH;False;0;1.0;;;;;;;26.0;Trade;Mediterranean - 7 Days;7.0;46.0;V;;GRP;;;;;1.0;701.0;480.71;;;;
8910;;;False;ITALY;64;1;4;LOST;True;0;0.0;;13/05/2016;14/05/2016;13/05/2016;13/05/2016;2007-05-16T12:00:00.000Z;1607.0;Trade;Mediterranean - 8/12 Days;10.0;344.0;V;;CDIAMOND;;;;;;;;;;;
8911;;Office Worker/Teacher;True;FRANCE;56;1;1;LOST;True;1;0.0;OP_LOW_CL_LOW;28/06/2017;28/06/2017;28/06/2017;28/06/2017;2011-07-19T17:42:25.000Z;1697.0;Call Center;Northern Europe - 7 Days;7.0;315.0;V;Promoter;CPEARL;;;;;;;;8.0;3.0;0.0;
8912;;;;ITALY;29;0;0;PROSPECT;True;0;0.0;OP_HIGH_CL_LOW;02/12/2021;02/12/2021;02/12/2021;02/12/2021;2016-02-15T00:00:00.000Z;;;;;0.0;;;;;;;;;;;1.0;1.0;0.0;EXT-VENDOR
8913;;;;SPAIN;93;0;0;PROSPECT;False;0;0.0;;;;;;;;;;;0.0;;;;0.0;1.0;0.0;0.0;;;;;;;RESERVATION SYSTEM
8914;;;False;ITALY;79;1;1;LOST;True;0;0.0;;11/04/2015;12/04/2015;11/04/2015;11/04/2015;2014-11-22T18:53:17.000Z;2537.0;Trade;Mediterranean - 7 Days;7.0;141.0;V;;AQUA;;;;;;;;;;;
8915;;;;ITALY;19;0;0;NO SEGMENT;False;0;0.0;;;;;;;;;;;0.0;;;;0.0;1.0;0.0;0.0;;;;;;;
8916;;;;ARGENTINA;22;0;0;PROSPECT;True;0;0.0;NEVER_OPENER;28/12/2019;28/12/2019;28/12/2019;28/12/2019;2019-12-28T00:00:00.000Z;;;;;0.0;;;;;;;;;;;0.0;0.0;0.0;COSTA-APP
8917;;;False;NORTH AM.;70;0;1;LOST;False;0;0.0;;;;;;;1444.0;Trade;Mediterranean - 3/6 Days;5.0;61.0;S;;COSTA;;;;;;;;;;;
8918;;;False;FRANCE;47;0;0;PROSPECT;False;0;0.0;;;;;;;;Web;Mediterranean - 7 Days;7.0;344.0;V;;MYEXPLOR;;;;;;;;;;;RESERVATION SYSTEM
8919;;;False;ITALY;46;0;0;PROSPECT;True;0;1.0;OP_HIGH_CL_HIGH;03/06/2023;03/06/2023;03/06/2023;03/06/2023;2023-06-03T11:04:38.000Z;;Trade;Mediterranean - 7 Days;7.0;45.0;I;;MYCRUISE;;;;;1.0;981.6;265.17;4.0;3.0;3.0;WEB
8920;;;False;ITALY;52;0;1;LOST;False;0;0.0;;;;;27/06/2014;;2831.0;Trade;Mediterranean - 7 Days;7.0;48.0;I;;IND;;;;;;;;;;;
8921;;;False;HOLLAND;84;0;1;LOST;False;0;0.0;;;;;31/08/2019;;788.0;Trade;Maldive 7 Days;7.0;147.0;V;;BASIC;;;;;;;;;;;
8922;;;False;BRAZIL;23;0;1;0 LOW;False;1;1.0;OLD_OPENER;;;;;;18.0;Other Direct;South America;7.0;5.0;I;;MYCRUISE;;;;;1.0;175.671664;690.3912551;0.0;0.0;0.0;
8923;;;True;ITALY;42;0;1;LOST;False;0;0.0;;29/12/2015;29/12/2015;29/12/2015;29/12/2015;;2273.0;Trade;Emirates 7 Days;9.0;16.0;V;;IND;;;;;;;;;;;
8924;;;False;ITALY;31;0;1;LOST;False;0;0.0;;;;;08/10/2014;;2722.0;OTA;Mediterranean - 3/6 Days;3.0;5.0;O;Promoter;PIND;;;;;;;;;;;
8925;;;False;SPAIN;78;11266;4;LOST;True;0;0.0;OP_LOW_CL_LOW;;;;19/08/2017;2017-07-19T00:00:00.000Z;955.0;Trade;Mediterranean - 7 Days;7.0;17.0;V;;PIND;1.0;1.0;0.0;0.0;;;;4.0;4.0;2.0;
8926;;;False;BRAZIL;42;0;1;LOST;False;0;0.0;OLD_OPENER;10/12/2015;10/12/2015;10/12/2015;10/12/2015;;2215.0;Web;Mediterranean - 7 Days;7.0;347.0;O;;IND;;;;;;;;13.0;0.0;0.0;
8927;;;False;ITALY;28;1;1;LOST;True;0;0.0;NEVER_OPENER;;;;13/01/2018;2018-01-13T00:00:00.000Z;1674.0;Trade;Mediterranean - 7 Days;7.0;27.0;O;;BASIC;;;;;;;;2.0;0.0;0.0;
8928;;;;ITALY;41;0;0;PROSPECT;False;0;0.0;;;;;;;;;;;0.0;;;;0.0;1.0;0.0;0.0;;;;;;;RESERVATION SYSTEM
8929;;;False;AUSTRIA;67;0;1;LOST;False;0;0.0;;12/11/2015;12/11/2015;12/11/2015;12/11/2015;;2319.0;Trade;Mediterranean - 8/12 Days;11.0;234.0;V;;GRP;;;;;;;;;;;
8930;;;False;BRAZIL;51;2068;1;0 HIGH;True;1;1.0;NEVER_OPENER;02/11/2021;02/11/2021;02/11/2021;;2021-11-02T00:00:00.000Z;200.0;Call Center;South America;6.0;51.0;V;;AAMBER;;;;;1.0;944.9550113;651.1020437;;;;
8931;;;False;FRANCE;37;6856;1;NO SEGMENT;True;0;1.0;OLD_OPENER;;;;19/08/2021;2021-06-16T13:49:54.000Z;20.0;OTA;Mediterranean - 7 Days;7.0;185.0;V;;ALLINCL;1.0;1.0;0.0;0.0;1.0;1166.37;909.33;;;;
8932;;;False;SPAIN;67;0;1;LOST;False;0;0.0;NEVER_OPENER;;;;22/03/2018;;1654.0;OTA;Mediterranean - 7 Days;7.0;10.0;I;;PIND;;;;;;;;;;;
8933;;;;ITALY;50;0;0;PROSPECT;True;0;0.0;OP_LOW_CL_LOW;;;;25/07/2019;2019-07-25T00:00:00.000Z;;;;;0.0;;;;;;;;;;;1.0;1.0;0.0;WEB
8934;;;;FRANCE;39;0;0;PROSPECT;False;0;0.0;;;;;;;;;;;0.0;;;;;;;;;;;;;;RESERVATION SYSTEM
8935;;;;BRAZIL;54;0;0;PROSPECT;False;0;0.0;;24/11/2022;24/11/2022;24/11/2022;24/11/2022;;;;;;0.0;;;;;;;;;;;;;;WEB
8936;;;False;NORTH AM.;40;0;1;LOST;False;0;0.0;;05/02/2014;05/02/2014;05/02/2014;07/03/2014;;2935.0;Trade;Caribbean 10 Days;10.0;220.0;V;;KIDS;;;;;;;;;;;
8937;;;False;GERMANY;79;0;0;PROSPECT;False;0;0.0;;20/07/2014;20/07/2014;20/07/2014;20/07/2014;;;Trade;Northern Europe - 10/14 Days;10.0;256.0;I;;GRP;1.0;0.0;0.0;0.0;;;;;;;RESERVATION SYSTEM
8938;;;False;FRANCE;23;0;2;0 HIGH;False;0;1.0;;02/04/2022;02/04/2022;02/04/2022;02/04/2022;;73.0;Call Center;Mediterranean - 7 Days;7.0;52.0;I;;MYALLINC;;;;;1.0;711.92;405.18;;;;
8939;;;True;SPAIN;22;0;1;NO SEGMENT;False;0;0.0;;;;;;;2067.0;Trade;Mediterranean - 7 Days;7.0;28.0;I;;BASIC;;;;;;;;;;;
8940;;;;MEDMEIA;38;0;0;PROSPECT;True;0;0.0;NEVER_OPENER;10/12/2022;10/12/2022;10/12/2022;10/12/2022;2022-12-10T05:12:27.000Z;;;;;0.0;;;;;;;;;;;0.0;0.0;0.0;WEB
8941;;;False;ARGENTINA;86;0;1;LOST;False;0;0.0;;;;;;;1192.0;Trade;South America;3.0;25.0;O;;BASIC;0.0;1.0;0.0;0.0;;;;;;;
8942;;;;FRANCE;44;0;0;PROSPECT;False;0;0.0;;;;;;;;;;;0.0;;;;0.0;1.0;0.0;0.0;;;;;;;RESERVATION SYSTEM
8943;;;;ARGENTINA;58;0;0;PROSPECT;False;0;0.0;;;;;;;;;;;0.0;;;;0.0;1.0;0.0;0.0;;;;;;;RESERVATION SYSTEM
8944;;;;ITALY;52;0;0;PROSPECT;False;0;0.0;;;;;;;;;;;0.0;;;;0.0;1.0;0.0;0.0;;;;;;;RESERVATION SYSTEM
8945;;;False;ITALY;70;0;1;LOST;False;0;0.0;;;;;;;2047.0;Trade;Mediterranean - 8/12 Days;13.0;14.0;I;;BASIC;;;;;;;;;;;
8946;;;;FRANCE;67;0;0;PROSPECT;True;0;0.0;;26/05/2023;26/05/2023;26/05/2023;26/05/2023;2023-05-26T13:39:45.000Z;;;;;0.0;;;;;;;;;;;;;;WEB
8947;;;False;FRANCE;58;5681;2;0 LOW;True;0;1.0;NEVER_OPENER;;;;31/07/2019;2019-08-02T00:00:00.000Z;20.0;OTA;Mediterranean - 7 Days;7.0;24.0;V;;ALBRONZE;0.0;1.0;0.0;0.0;1.0;520.0;280.8;;;;
8948;;;False;SPAIN;36;0;1;LOST;False;0;0.0;NEVER_OPENER;17/10/2017;17/10/2017;17/10/2017;17/10/2017;;1618.0;Trade;Mediterranean - 7 Days;7.0;84.0;I;;COSTA;;;;;;;;;;;
8949;;;False;U.K.;75;0;1;LOST;False;0;0.0;OP_LOW_CL_LOW;;;;12/12/2015;;2298.0;Trade;Mediterranean - 7 Days;7.0;135.0;I;;IND;;;;;;;;3.0;1.0;0.0;
8950;;;;ITALY;65;0;0;PROSPECT;False;0;0.0;UNDELIVERABLE;;;;14/04/2018;;;;;;0.0;;;;;;;;;;;;;;WEB
8951;;;False;BRAZIL;47;0;1;LOST;False;0;0.0;OP_HIGH_CL_LOW;22/01/2015;18/01/2015;18/01/2015;22/01/2015;;2622.0;Trade;South America;6.0;20.0;V;;IND;;;;;;;;13.0;13.0;0.0;
8952;;;False;ITALY;78;0;1;LOST;False;0;0.0;;26/04/2019;26/04/2019;26/04/2019;26/04/2019;;1062.0;Trade;Mediterranean - 7 Days;7.0;14.0;I;;GRP;;;;;;;;;;;
8953;;;False;EMERGING CENTRAL EUROPE;53;0;1;LOST;False;0;0.0;NEVER_OPENER;24/04/2017;24/04/2017;24/04/2017;24/04/2017;;1791.0;Trade;Mediterranean - 3/6 Days;4.0;73.0;I;;IND;;;;;;;;3.0;0.0;0.0;
8954;;;False;ITALY;38;0;1;0 LOW;False;0;1.0;OP_HIGH_CL_HIGH;05/05/2023;05/05/2023;05/05/2023;05/05/2023;;28.0;Web;Mediterranean - 7 Days;7.0;58.0;I;;PROMO;;;;;1.0;405.0;337.07;;;;
8955;;;False;SPAIN;49;3020;1;0 HIGH;True;0;0.0;OLD_OPENER;06/07/2022;06/07/2022;06/07/2022;06/07/2022;2022-07-05T20:45:27.000Z;56.0;Trade;Mediterranean - 7 Days;7.0;3.0;O;;MYEXPLOR;;;;;1.0;1268.9;351.88;;;;
8956;;;;SPAIN;47;0;0;PROSPECT;True;0;0.0;OP_LOW_CL_LOW;18/11/2022;18/11/2022;18/11/2022;18/11/2022;2022-11-18T16:38:00.000Z;;;;;0.0;;;;;;;;;;;4.0;0.0;0.0;WEB
8957;;;True;ITALY;56;1;1;LOST;True;0;0.0;NEVER_OPENER;16/11/2017;16/11/2017;16/11/2017;16/11/2017;2017-11-16T00:00:00.000Z;1817.0;Trade;Northern Europe - 10/14 Days;9.0;115.0;I;;COSTA;;;;;;;;2.0;0.0;0.0;
8958;;;False;AUSTRIA;44;3419;1;0 HIGH;True;1;1.0;OP_HIGH_CL_LOW;07/07/2023;07/07/2023;07/07/2023;07/07/2023;2023-07-07T15:19:01.000Z;12.0;Web;Mediterranean - 7 Days;7.0;133.0;T;;MYALLINC;;;;;1.0;1645.0;733.34;1.0;1.0;0.0;
8959;;;False;EMERGING CENTRAL EUROPE;53;0;2;LOST;False;0;0.0;;06/05/2017;06/05/2017;06/05/2017;06/05/2017;;1781.0;Trade;Mediterranean - 7 Days;7.0;31.0;O;;GRP;;;;;;;;;;;
8960;;;;FRANCE;56;1473;0;NO SEGMENT;True;0;0.0;;;;;;2008-12-02T12:00:00.000Z;;;;;0.0;;;;;;;;;;;;;;
8961;;;;ITALY;58;0;0;PROSPECT;False;0;0.0;;;;;;;;;;;0.0;;;;0.0;1.0;0.0;0.0;;;;;;;RESERVATION SYSTEM
8962;;;;FRANCE;44;0;0;PROSPECT;False;0;0.0;;;;;;;;;;;0.0;;;;0.0;8.0;0.0;0.0;;;;;;;RESERVATION SYSTEM
8963;;;;ITALY;41;0;0;PROSPECT;False;0;0.0;;;;;;;;;;;0.0;;;;;;;;;;;;;;RESERVATION SYSTEM
8964;;;;FRANCE;36;0;0;PROSPECT;False;0;0.0;;;;;;;;;;;0.0;;;;0.0;1.0;0.0;0.0;;;;;;;RESERVATION SYSTEM
8965;;;;BRAZIL;53;0;0;PROSPECT;False;0;0.0;;;;;;;;;;;0.0;;;;0.0;1.0;0.0;0.0;;;;;;;RESERVATION SYSTEM
8966;;;;GERMANY;36;0;0;PROSPECT;True;0;0.0;NEVER_OPENER;18/01/2023;18/01/2023;18/01/2023;18/01/2023;2023-01-18T14:57:07.000Z;;;;;0.0;;;;;;;;;;;0.0;0.0;0.0;WEB
8967;;;False;GERMANY;27;0;1;LOST;False;0;0.0;;09/09/2018;09/09/2018;09/09/2018;09/09/2018;;1291.0;Call Center;Mediterranean - 7 Days;7.0;227.0;I;;IND;;;;;;;;;;;
